+---------------+--------------+--------------+
| ID            |   Rank (581) |   Percentile |
| 2022A7PS0075P |          330 |    43.5456   |
| 2022A7PS0076P |          566 |     2.75387  |
| 2022A7PS0077P |          577 |     0.860585 |
| 2022A7PS0078P |          174 |    70.3959   |
| 2022A7PS0079P |          436 |    25.3012   |
| 2022A7PS0080P |           20 |    96.7298   |
| 2022A7PS0082P |           68 |    88.6403   |
| 2022A7PS0083P |           54 |    91.0499   |
| 2022A7PS0084P |           16 |    97.4182   |
| 2022A7PS0085P |          310 |    48.0207   |
| 2022A7PS0086P |          139 |    76.7642   |
| 2022A7PS0087P |           55 |    90.7057   |
| 2022A7PS0088P |          106 |    82.2719   |
| 2022A7PS0089P |          110 |    81.5835   |
| 2022A7PS0091P |           75 |    87.4355   |
| 2022A7PS0092P |          580 |     0.516351 |
| 2022A7PS0093P |           49 |    91.9105   |
| 2022A7PS0094P |           42 |    93.1153   |
| 2022A7PS0096P |           18 |    97.074    |
| 2022A7PS0097P |           52 |    91.3941   |
| 2022A7PS0098P |          228 |    61.1015   |
| 2022A7PS0100P |           88 |    85.1979   |
| 2022A7PS0102P |          282 |    52.1515   |
| 2022A7PS0103P |          101 |    83.1325   |
| 2022A7PS0105P |          418 |    28.3993   |
| 2022A7PS0106P |          542 |     6.88468  |
| 2022A7PS0107P |          474 |    18.5886   |
| 2022A7PS0109P |          554 |     4.99139  |
| 2022A7PS0110P |          268 |    54.5611   |
| 2022A7PS0111P |           27 |    95.525    |
| 2022A7PS0113P |           14 |    97.7625   |
| 2022A7PS0114P |          527 |     9.63855  |
| 2022A7PS0115P |          245 |    58.0034   |
| 2022A7PS0116P |          262 |    55.2496   |
| 2022A7PS0118P |            1 |   100        |
| 2022A7PS0119P |           44 |    92.7711   |
| 2022A7PS0120P |          422 |    27.7108   |
| 2022A7PS0121P |          538 |     7.74527  |
| 2022A7PS0123P |           84 |    85.8864   |
| 2022A7PS0124P |           42 |    93.1153   |
| 2022A7PS0125P |          320 |    45.611    |
| 2022A7PS0126P |          212 |    63.8554   |
| 2022A7PS0128P |          336 |    42.3408   |
| 2022A7PS0130P |          562 |     3.78657  |
| 2022A7PS0131P |          567 |     2.58176  |
| 2022A7PS0132P |           34 |    94.4923   |
| 2022A7PS0133P |           13 |    97.9346   |
| 2022A7PS0134P |          234 |    60.4131   |
| 2022A7PS0135P |          544 |     6.54045  |
| 2022A7PS0136P |          454 |    22.2031   |
| 2022A7PS0138P |           92 |    84.6816   |
| 2022A7PS0140P |          320 |    45.611    |
| 2022A7PS0141P |          156 |    73.6661   |
| 2022A7PS0142P |          414 |    29.0878   |
| 2022A7PS0143P |          458 |    21.5146   |
| 2022A7PS0144P |           30 |    95.0086   |
| 2022A7PS0145P |           10 |    98.6231   |
| 2022A7PS0146P |          282 |    52.1515   |
| 2022A7PS0147P |          110 |    81.5835   |
| 2022A7PS0148P |          504 |    13.7694   |
| 2022A7PS0150P |           46 |    92.2547   |
| 2022A7PS0152P |           60 |    90.0172   |
| 2022A7PS0153P |          242 |    59.0361   |
| 2022A7PS0154P |          310 |    48.0207   |
| 2022A7PS0155P |          462 |    20.8262   |
| 2022A7PS0156P |           49 |    91.9105   |
| 2022A7PS0157P |          480 |    17.5559   |
| 2022A7PS0158P |           65 |    89.1566   |
| 2022A7PS0159P |          300 |    48.7091   |
| 2022A7PS0160P |           32 |    94.8365   |
| 2022A7PS0164P |           15 |    97.5904   |
| 2022A7PS0165P |           36 |    93.9759   |
| 2022A7PS0166P |          224 |    61.9621   |
| 2022A7PS0168P |           44 |    92.7711   |
| 2022A7PS0169P |            5 |    99.3115   |
| 2022A7PS0170P |          234 |    60.4131   |
| 2022A7PS0171P |          217 |    63.3391   |
| 2022A7PS0172P |          146 |    75.5594   |
| 2022A7PS0173P |          124 |    79.0017   |
| 2022A7PS0174P |           22 |    96.3855   |
| 2022A7PS0175P |           60 |    90.0172   |
| 2022A7PS0177P |           58 |    90.3614   |
| 2022A7PS0178P |            3 |    99.6558   |
| 2022A7PS0180P |           75 |    87.4355   |
| 2022A7PS0182P |          480 |    17.5559   |
| 2022A7PS0183P |          282 |    52.1515   |
| 2022A7PS0184P |          458 |    21.5146   |
| 2022A7PS0185P |          557 |     4.47504  |
| 2022A7PS0187P |           23 |    96.2134   |
| 2022A7PS0189P |          508 |    12.7367   |
| 2022A7PS0190P |          466 |    20.1377   |
| 2022AAPS0194P |          525 |     9.81067  |
| 2022A7PS0195P |           80 |    86.5749   |
| 2022AAPS0198P |            6 |    99.1394   |
| 2022AAPS0203P |          114 |    80.5508   |
| 2022AAPS0204P |          180 |    69.3632   |
| 2022A3PS0209P |          368 |    37.1773   |
| 2022AAPS0210P |          171 |    70.9122   |
| 2022AAPS0211P |          384 |    34.5955   |
| 2022AAPS0214P |          139 |    76.7642   |
| 2022AAPS0215P |          209 |    64.3718   |
| 2022AAPS0216P |          258 |    56.1102   |
| 2022AAPS0217P |          254 |    56.4544   |
| 2022AAPS0218P |          374 |    36.1446   |
| 2022AAPS0219P |          124 |    79.0017   |
| 2022A3PS0221P |          520 |    10.6713   |
| 2022AAPS0222P |           92 |    84.6816   |
| 2022A4PS0223P |          580 |     0.516351 |
| 2022AAPS0226P |          196 |    66.7814   |
| 2022AAPS0230P |          569 |     2.23752  |
| 2022AAPS0231P |           44 |    92.7711   |
| 2022AAPS0232P |           92 |    84.6816   |
| 2022AAPS0234P |          272 |    53.5284   |
| 2022AAPS0235P |          334 |    42.8571   |
| 2022AAPS0240P |          152 |    74.0103   |
| 2022AAPS0241P |           75 |    87.4355   |
| 2022AAPS0243P |          268 |    54.5611   |
| 2022AAPS0244P |          355 |    39.2427   |
| 2022AAPS0247P |          132 |    77.7969   |
| 2022AAPS0248P |           10 |    98.6231   |
| 2022AAPS0249P |          358 |    38.7263   |
| 2022AAPS0250P |          549 |     5.67986  |
| 2022AAPS0251P |          340 |    41.9966   |
| 2022AAPS0252P |          521 |    10.4991   |
| 2022AAPS0253P |           49 |    91.9105   |
| 2022A4PS0254P |          472 |    19.105    |
| 2022AAPS0255P |          495 |    14.9742   |
| 2022AAPS0256P |          228 |    61.1015   |
| 2022AAPS0257P |          451 |    22.7194   |
| 2022AAPS0258P |          150 |    74.5267   |
| 2022A3PS0260P |           80 |    86.5749   |
| 2022AAPS0264P |          156 |    73.6661   |
| 2022A3PS0265P |           80 |    86.5749   |
| 2022AAPS0266P |          101 |    83.1325   |
| 2022AAPS0268P |           24 |    96.0413   |
| 2022A3PS0282P |          310 |    48.0207   |
| 2022AAPS0292P |           56 |    90.5336   |
| 2022AAPS0300P |          550 |     5.50775  |
| 2022AAPS0305P |          334 |    42.8571   |
| 2022AAPS0311P |           28 |    95.3528   |
| 2022AAPS0313P |          124 |    79.0017   |
| 2022AAPS0314P |          192 |    67.2978   |
| 2022AAPS0318P |          524 |    10.1549   |
| 2022AAPS0321P |          355 |    39.2427   |
| 2022AAPS0322P |          498 |    14.4578   |
| 2022AAPS0323P |           16 |    97.4182   |
| 2022AAPS0326P |          414 |    29.0878   |
| 2022A3PS0327P |          204 |    65.4045   |
| 2022A3PS0329P |          120 |    79.8623   |
| 2022AAPS0339P |          478 |    18.2444   |
| 2022AAPS0344P |          404 |    31.1532   |
| 2022AAPS0347P |          310 |    48.0207   |
| 2022A4PS0355P |          361 |    38.21     |
| 2022A3PS0357P |          414 |    29.0878   |
| 2022AAPS0358P |          374 |    36.1446   |
| 2022AAPS0360P |          340 |    41.9966   |
| 2022AAPS0363P |          272 |    53.5284   |
| 2022AAPS0366P |          110 |    81.5835   |
| 2022AAPS0369P |          310 |    48.0207   |
| 2022A4PS0372P |          120 |    79.8623   |
| 2022A3PS0375P |          310 |    48.0207   |
| 2022A3PS0376P |          160 |    72.6334   |
| 2022A3PS0377P |          517 |    11.5318   |
| 2022A3PS0378P |          247 |    57.8313   |
| 2022A3PS0380P |          352 |    39.759    |
| 2022A3PS0381P |          534 |     8.43373  |
| 2022A3PS0384P |          221 |    62.1343   |
| 2022A3PS0387P |          324 |    44.5783   |
| 2022A3PS0389P |           80 |    86.5749   |
| 2022A3PS0392P |           54 |    91.0499   |
| 2022A3PS0394P |          330 |    43.5456   |
| 2022A8PS0397P |          330 |    43.5456   |
| 2022A3PS0399P |          204 |    65.4045   |
| 2022A3PS0402P |          272 |    53.5284   |
| 2022A4PS0403P |          562 |     3.78657  |
| 2022A3PS0405P |          116 |    80.2065   |
| 2022A3PS0406P |          176 |    69.8795   |
| 2022A8PS0408P |          139 |    76.7642   |
| 2022A3PS0410P |          336 |    42.3408   |
| 2022A3PS0412P |          188 |    68.3305   |
| 2022A3PS0418P |           88 |    85.1979   |
| 2022A3PS0419P |           58 |    90.3614   |
| 2022A3PS0420P |          348 |    40.4475   |
| 2022A4PS0422P |          432 |    25.9897   |
| 2022A8PS0424P |          400 |    31.4974   |
| 2022A3PS0425P |          209 |    64.3718   |
| 2022A3PS0427P |          288 |    51.1188   |
| 2022A3PS0429P |          374 |    36.1446   |
| 2022A3PS0430P |          212 |    63.8554   |
| 2022A3PS0431P |          440 |    24.4406   |
| 2022A3PS0437P |          320 |    45.611    |
| 2022A3PS0441P |          438 |    24.957    |
| 2022A3PS0444P |          288 |    51.1188   |
| 2022A3PS0445P |          454 |    22.2031   |
| 2022A3PS0447P |          204 |    65.4045   |
| 2022A3PS0448P |           34 |    94.4923   |
| 2022A4PS0449P |          217 |    63.3391   |
| 2022A3PS0450P |          345 |    40.9639   |
| 2022A3PS0451P |          168 |    71.2565   |
| 2022A3PS0454P |          300 |    48.7091   |
| 2022A3PS0455P |           60 |    90.0172   |
| 2022A3PS0456P |          242 |    59.0361   |
| 2022A3PS0457P |          392 |    32.8744   |
| 2022A3PS0458P |          156 |    73.6661   |
| 2022A8PS0462P |          310 |    48.0207   |
| 2022A3PS0465P |          166 |    71.6007   |
| 2022A4PS0466P |           73 |    87.6076   |
| 2022A3PS0467P |          438 |    24.957    |
| 2022A3PS0471P |          128 |    78.3133   |
| 2022A3PS0473P |          217 |    63.3391   |
| 2022A3PS0475P |          398 |    31.8417   |
| 2022A3PS0476P |          408 |    29.9484   |
| 2022A3PS0479P |          196 |    66.7814   |
| 2022A8PS0481P |          524 |    10.1549   |
| 2022A3PS0483P |          139 |    76.7642   |
| 2022A3PS0484P |          251 |    57.315    |
| 2022A4PS0485P |          300 |    48.7091   |
| 2022A4PS0490P |          294 |    49.9139   |
| 2022A3PS0492P |          320 |    45.611    |
| 2022A3PS0493P |          395 |    32.358    |
| 2022A3PS0498P |           26 |    95.8692   |
| 2022A3PS0500P |          504 |    13.7694   |
| 2022A4PS0502P |          414 |    29.0878   |
| 2022A3PS0503P |          288 |    51.1188   |
| 2022A3PS0504P |          258 |    56.1102   |
| 2022A3PS0507P |          462 |    20.8262   |
| 2022A3PS0508P |          188 |    68.3305   |
| 2022A3PS0510P |          547 |     6.0241   |
| 2022A8PS0511P |          576 |     1.0327   |
| 2022A8PS0515P |          146 |    75.5594   |
| 2022A3PS0523P |          224 |    61.9621   |
| 2022A3PS0526P |          262 |    55.2496   |
| 2022A3PS0528P |          101 |    83.1325   |
| 2022A1PS0530P |          398 |    31.8417   |
| 2022A3PS0538P |          472 |    19.105    |
| 2022A8PS0539P |          174 |    70.3959   |
| 2022A8PS0540P |          432 |    25.9897   |
| 2022A4PS0543P |          448 |    23.0637   |
| 2022A4PS0545P |          552 |     5.33563  |
| 2022A4PS0546P |          456 |    21.6867   |
| 2022A4PS0556P |           39 |    93.6317   |
| 2022A8PS0557P |          139 |    76.7642   |
| 2022A4PS0558P |           96 |    83.821    |
| 2022A8PS0561P |          352 |    39.759    |
| 2022A8PS0564P |          161 |    72.4613   |
| 2022A8PS0566P |          436 |    25.3012   |
| 2022A8PS0567P |          204 |    65.4045   |
| 2022A8PS0570P |          404 |    31.1532   |
| 2022A8PS0572P |          379 |    35.1119   |
| 2022A4PS0578P |          258 |    56.1102   |
| 2022A8PS0583P |          224 |    61.9621   |
| 2022A8PS0586P |           92 |    84.6816   |
| 2022A8PS0587P |          196 |    66.7814   |
| 2022A1PS0589P |          132 |    77.7969   |
| 2022A8PS0590P |          400 |    31.4974   |
| 2022A8PS0591P |          388 |    33.5628   |
| 2022A1PS0593P |          188 |    68.3305   |
| 2022A8PS0595P |           68 |    88.6403   |
| 2022A4PS0599P |          374 |    36.1446   |
| 2022A4PS0610P |          552 |     5.33563  |
| 2022A8PS0611P |           68 |    88.6403   |
| 2022A4PS0615P |          555 |     4.64716  |
| 2022A4PS0617P |          358 |    38.7263   |
| 2022A8PS0620P |          310 |    48.0207   |
| 2022A8PS0622P |          422 |    27.7108   |
| 2022A4PS0624P |          440 |    24.4406   |
| 2022A4PS0626P |          348 |    40.4475   |
| 2022A4PS0634P |          234 |    60.4131   |
| 2022A4PS0640P |          234 |    60.4131   |
| 2022A1PS0643P |          355 |    39.2427   |
| 2022A4PS0649P |          120 |    79.8623   |
| 2022A4PS0651P |          395 |    32.358    |
| 2022A4PS0660P |          470 |    19.4492   |
| 2022A1PS0661P |          565 |     2.92599  |
| 2022A4PS0669P |          368 |    37.1773   |
| 2022A4PS0673P |          324 |    44.5783   |
| 2022A4PS0675P |          268 |    54.5611   |
| 2022A4PS0676P |          426 |    27.0224   |
| 2022A4PS0680P |          432 |    25.9897   |
| 2022A4PS0689P |          110 |    81.5835   |
| 2022A4PS0694P |          178 |    69.5353   |
| 2022A4PS0697P |          196 |    66.7814   |
| 2022A4PS0702P |          384 |    34.5955   |
| 2022A4PS0703P |          212 |    63.8554   |
| 2022A4PS0708P |          242 |    59.0361   |
| 2022A1PS0714P |          464 |    20.4819   |
| 2022A4PS0716P |          310 |    48.0207   |
| 2022A4PS0719P |          183 |    68.8468   |
| 2022A4PS0723P |          504 |    13.7694   |
| 2022A4PS0725P |          504 |    13.7694   |
| 2022A4PS0738P |          404 |    31.1532   |
| 2022A1PS0742P |           46 |    92.2547   |
| 2022A4PS0747P |           78 |    86.9191   |
| 2022A4PS0748P |          404 |    31.1532   |
| 2022A4PS0749P |          404 |    31.1532   |
| 2022A4PS0774P |          234 |    60.4131   |
| 2022A4PS0781P |          410 |    29.7762   |
| 2022A4PS0782P |          418 |    28.3993   |
| 2022A1PS0784P |          388 |    33.5628   |
| 2022A4PS0792P |          410 |    29.7762   |
| 2022A4PS0795P |          517 |    11.5318   |
| 2022A4PS0798P |          234 |    60.4131   |
| 2022A4PS0806P |          106 |    82.2719   |
| 2022A4PS0808P |          152 |    74.0103   |
| 2022A1PS0820P |          146 |    75.5594   |
| 2022A1PS0824P |          217 |    63.3391   |
| 2022A4PS0827P |          488 |    16.3511   |
| 2022A4PS0831P |          428 |    26.506    |
| 2022A1PS0832P |          276 |    52.8399   |
| 2022A1PS0841P |          364 |    37.6936   |
| 2022A4PS0843P |          348 |    40.4475   |
| 2022A4PS0855P |          478 |    18.2444   |
| 2022A4PS0868P |          139 |    76.7642   |
| 2022A4PS0871P |          442 |    24.0964   |
| 2022A1PS0883P |          251 |    57.315    |
| 2022A4PS0895P |          217 |    63.3391   |
| 2022A4PS0896P |          514 |    11.8761   |
| 2022A4PS0897P |          468 |    19.6213   |
| 2022A4PS0899P |          156 |    73.6661   |
| 2022A1PS0900P |          404 |    31.1532   |
| 2022A4PS0902P |          251 |    57.315    |
| 2022A1PS0903P |          224 |    61.9621   |
| 2022A4PS0911P |          340 |    41.9966   |
| 2022A4PS0915P |          496 |    14.8021   |
| 2022A4PS0919P |          150 |    74.5267   |
| 2022A4PS0921P |          500 |    14.2857   |
| 2022A4PS0924P |          342 |    41.3081   |
| 2022A4PS0925P |          412 |    29.2599   |
| 2022A4PS0926P |          132 |    77.7969   |
| 2022A4PS0938P |          288 |    51.1188   |
| 2022A4PS0941P |          180 |    69.3632   |
| 2022A4PS0942P |          485 |    16.8675   |
| 2022A4PS0945P |          580 |     0.516351 |
| 2022A1PS0946P |          504 |    13.7694   |
| 2022A1PS0948P |          278 |    52.3236   |
| 2022A4PS0953P |          574 |     1.54905  |
| 2022A4PS0955P |          494 |    15.3184   |
| 2022A4PS0957P |          392 |    32.8744   |
| 2022A1PS0959P |           39 |    93.6317   |
| 2022A4PS0962P |          546 |     6.19621  |
| 2022A4PS0965P |          294 |    49.9139   |
| 2022A4PS0969P |          544 |     6.54045  |
| 2022A4PS0973P |          404 |    31.1532   |
| 2022A4PS0975P |          490 |    16.0069   |
| 2022A1PS0982P |          510 |    12.3924   |
| 2022A1PS0984P |          422 |    27.7108   |
| 2022A1PS0992P |          410 |    29.7762   |
| 2022A1PS1001P |          379 |    35.1119   |
| 2022A1PS1022P |          282 |    52.1515   |
| 2022A1PS1040P |          418 |    28.3993   |
| 2022A1PS1043P |          242 |    59.0361   |
| 2022A1PS1056P |          388 |    33.5628   |
| 2022A1PS1057P |          466 |    20.1377   |
| 2022A1PS1069P |          478 |    18.2444   |
| 2022A1PS1075P |          180 |    69.3632   |
| 2022A1PS1099P |          224 |    61.9621   |
| 2022A1PS1104P |          320 |    45.611    |
| 2022A1PS1115P |          426 |    27.0224   |
| 2022A1PS1126P |          451 |    22.7194   |
| 2022A1PS1134P |          384 |    34.5955   |
| 2022A1PS1149P |          258 |    56.1102   |
| 2022A1PS1162P |          328 |    43.8898   |
| 2022A7PS1168P |          536 |     8.0895   |
| 2022A7PS1169P |          532 |     8.60585  |
| 2022A7PS1171P |          368 |    37.1773   |
| 2022A7PS1172P |          572 |     1.72117  |
| 2022A7PS1173P |           96 |    83.821    |
| 2022A7PS1174P |          106 |    82.2719   |
| 2022A7PS1175P |           18 |    97.074    |
| 2022A7PS1176P |           34 |    94.4923   |
| 2022A7PS1177P |           62 |    89.5009   |
| 2022A7PS1178P |          234 |    60.4131   |
| 2022A7PS1179P |          568 |     2.40964  |
| 2022A7PS1180P |           71 |    88.1239   |
| 2022A7PS1181P |          374 |    36.1446   |
| 2022A7PS1182P |           21 |    96.5577   |
| 2022A7PS1183P |          490 |    16.0069   |
| 2022A7PS1184P |          522 |    10.327    |
| 2022A7PS1185P |          188 |    68.3305   |
| 2022A7PS1186P |           28 |    95.3528   |
| 2022A7PS1187P |          204 |    65.4045   |
| 2022A7PS1188P |           10 |    98.6231   |
| 2022A7PS1189P |          298 |    49.0534   |
| 2022AAPS1191P |          268 |    54.5611   |
| 2022AAPS1192P |          146 |    75.5594   |
| 2022A3PS1194P |            8 |    98.7952   |
| 2022A3PS1195P |          171 |    70.9122   |
| 2022A3PS1196P |          174 |    70.3959   |
| 2022A3PS1197P |          510 |    12.3924   |
| 2022A3PS1198P |           71 |    88.1239   |
| 2022A3PS1199P |          434 |    25.4733   |
| 2022A3PS1200P |          110 |    81.5835   |
| 2022A3PS1203P |          128 |    78.3133   |
| 2022A3PS1204P |          228 |    61.1015   |
| 2022A3PS1205P |          392 |    32.8744   |
| 2022A3PS1206P |          156 |    73.6661   |
| 2022A3PS1207P |          276 |    52.8399   |
| 2022A3PS1208P |          438 |    24.957    |
| 2022A3PS1209P |          247 |    57.8313   |
| 2022A8PS1210P |          496 |    14.8021   |
| 2022A3PS1211P |          384 |    34.5955   |
| 2022A3PS1212P |          272 |    53.5284   |
| 2022A3PS1213P |          251 |    57.315    |
| 2022A3PS1214P |           88 |    85.1979   |
| 2022A3PS1215P |          116 |    80.2065   |
| 2022A3PS1216P |          120 |    79.8623   |
| 2022A3PS1217P |          320 |    45.611    |
| 2022A3PS1218P |          164 |    72.2892   |
| 2022A3PS1219P |          345 |    40.9639   |
| 2022A3PS1220P |          196 |    66.7814   |
| 2022A3PS1221P |           36 |    93.9759   |
| 2022A3PS1222P |          183 |    68.8468   |
| 2022A3PS1223P |          490 |    16.0069   |
| 2022A3PS1224P |          388 |    33.5628   |
| 2022A8PS1225P |           92 |    84.6816   |
| 2022A3PS1227P |          340 |    41.9966   |
| 2022A3PS1228P |          204 |    65.4045   |
| 2022A3PS1229P |          124 |    79.0017   |
| 2022A3PS1230P |          139 |    76.7642   |
| 2022A3PS1231P |           12 |    98.1067   |
| 2022A3PS1232P |          379 |    35.1119   |
| 2022A3PS1233P |          101 |    83.1325   |
| 2022A3PS1234P |           96 |    83.821    |
| 2022A8PS1235P |          164 |    72.2892   |
| 2022A8PS1236P |          242 |    59.0361   |
| 2022A8PS1238P |          200 |    65.7487   |
| 2022A8PS1239P |          192 |    67.2978   |
| 2022A8PS1240P |           96 |    83.821    |
| 2022A8PS1241P |          110 |    81.5835   |
| 2022A8PS1243P |          368 |    37.1773   |
| 2022A8PS1244P |          242 |    59.0361   |
| 2022A8PS1245P |           84 |    85.8864   |
| 2022A8PS1246P |           84 |    85.8864   |
| 2022A8PS1248P |          164 |    72.2892   |
| 2022A8PS1249P |          150 |    74.5267   |
| 2022A8PS1250P |          527 |     9.63855  |
| 2022A8PS1252P |          268 |    54.5611   |
| 2022A8PS1253P |          554 |     4.99139  |
| 2022A8PS1254P |          444 |    23.7522   |
| 2022A8PS1255P |          171 |    70.9122   |
| 2022A8PS1256P |          128 |    78.3133   |
| 2022A8PS1258P |          294 |    49.9139   |
| 2022A8PS1260P |           84 |    85.8864   |
| 2022A8PS1261P |           78 |    86.9191   |
| 2022A8PS1262P |          234 |    60.4131   |
| 2022A8PS1263P |          384 |    34.5955   |
| 2022A8PS1264P |          298 |    49.0534   |
| 2022A8PS1265P |          368 |    37.1773   |
| 2022A8PS1267P |          101 |    83.1325   |
| 2022A8PS1270P |          492 |    15.4905   |
| 2022A4PS1272P |          361 |    38.21     |
| 2022A4PS1273P |          517 |    11.5318   |
| 2022A4PS1274P |          444 |    23.7522   |
| 2022A4PS1275P |          146 |    75.5594   |
| 2022A4PS1276P |          228 |    61.1015   |
| 2022A4PS1277P |          466 |    20.1377   |
| 2022A4PS1278P |          268 |    54.5611   |
| 2022A4PS1279P |          324 |    44.5783   |
| 2022A4PS1281P |          458 |    21.5146   |
| 2022A4PS1283P |          361 |    38.21     |
| 2022A4PS1284P |          384 |    34.5955   |
| 2022A4PS1287P |          262 |    55.2496   |
| 2022A4PS1289P |          288 |    51.1188   |
| 2022A4PS1291P |          300 |    48.7091   |
| 2022A4PS1292P |            7 |    98.9673   |
| 2022A4PS1293P |          310 |    48.0207   |
| 2022A4PS1294P |          562 |     3.78657  |
| 2022A4PS1295P |          156 |    73.6661   |
| 2022A4PS1296P |          132 |    77.7969   |
| 2022A4PS1301P |          482 |    17.2117   |
| 2022A1PS1306P |          196 |    66.7814   |
| 2022A1PS1307P |          446 |    23.4079   |
| 2022A1PS1311P |           62 |    89.5009   |
| 2022A1PS1316P |          500 |    14.2857   |
| 2022A1PS1322P |          358 |    38.7263   |
| 2022A1PS1325P |          575 |     1.20482  |
| 2022A1PS1327P |          428 |    26.506    |
| 2022A1PS1330P |          536 |     8.0895   |
| 2022A1PS1332P |          482 |    17.2117   |
| 2022A1PS1339P |          282 |    52.1515   |
| 2022A1PS1340P |          176 |    69.8795   |
| 2022A1PS1342P |          345 |    40.9639   |
| 2022A1PS1343P |          446 |    23.4079   |
| 2022A1PS1351P |          472 |    19.105    |
| 2022A1PS1353P |          501 |    13.9415   |
| 2022A1PS1354P |          288 |    51.1188   |
| 2022A1PS1356P |          368 |    37.1773   |
| 2022A1PS1360P |          326 |    44.062    |
| 2022A4PS1365P |          571 |     1.89329  |
| 2022A5PS1443P |          527 |     9.63855  |
| 2022A5PS1447P |          426 |    27.0224   |
| 2022A5PS1448P |          504 |    13.7694   |
| 2022A5PS1451P |          542 |     6.88468  |
| 2022A5PS1454P |          570 |     2.0654   |
| 2022A5PS1462P |          454 |    22.2031   |
| 2022A5PS1463P |          517 |    11.5318   |
| 2022A5PS1465P |          574 |     1.54905  |
| 2022A8PS1560P |          132 |    77.7969   |
| 2022A4PS1562P |          132 |    77.7969   |
| 2022A4PS1563P |          310 |    48.0207   |
| 2022A1PS1565P |          451 |    22.7194   |
| 2022A1PS1567P |          530 |     9.1222   |
| 2022A1PS1568P |          364 |    37.6936   |
| 2022A1PS1571P |          448 |    23.0637   |
| 2022A1PS1572P |          294 |    49.9139   |
| 2022A1PS1573P |          348 |    40.4475   |
| 2022A1PS1576P |          365 |    37.3494   |
| 2022A1PS1578P |          512 |    12.0482   |
| 2022A1PS1595P |          352 |    39.759    |
| 2022A1PS1596P |          258 |    56.1102   |
| 2022A1PS1597P |          475 |    18.4165   |
| 2022A1PS1598P |          540 |     7.22892  |
| 2022A1PS1610P |          217 |    63.3391   |
| 2022A1PS1615P |          334 |    42.8571   |
| 2022A1PS1631P |          530 |     9.1222   |
| 2022A1PS1666P |          395 |    32.358    |
| 2022A1PS1667P |          247 |    57.8313   |
| 2022A1PS1668P |          166 |    71.6007   |
| 2022A1PS1695P |          217 |    63.3391   |
| 2022A8PS1719P |          209 |    64.3718   |
| 2022A8PS1720P |          328 |    43.8898   |
| 2022A1PS1729P |          342 |    41.3081   |
| 2022A1PS1730P |          557 |     4.47504  |
| 2022A8PS1731P |          192 |    67.2978   |
| 2022A8PS1732P |          310 |    48.0207   |
| 2022A7PS1733P |           65 |    89.1566   |
| 2022A3PS1734P |          374 |    36.1446   |
+---------------+--------------+--------------+
